Legend:,,,,Player,Age,MP,Start,Min,Gls,A,PK,PKatt,CrdY,CrdR,G*,A*,G*+A*,G*-PK*,G*+A*-PK*,xG,NPxG,xA,xG*,xA*,xG*+xA*,NPxG*,NPxG*+xA*,Total Points,Conceded,CleanSheets,CleanSheets*,PenMiss,PenMiss*,YC*,RC*,,
,,,779,Sean Longstaff,21,23,14,1378,1,1,0,0,2,1,0.07,0.07,0.13,0.07,0.13,0.9,0.9,1,0.06,0.06,0.13,0.06,0.13,44,26,2,0.13,0,0.000,0.131,0.065,,
,,,780,Dejan Lovren,30,10,9,777,0,1,0,0,1,0,0,0.12,0.12,0,0.12,0.3,0.3,0.4,0.03,0.04,0.07,0.03,0.07,18,11,0,0.00,0,0.000,0.116,0.000,,
,,,781,Matthew Lowton,30,17,17,1530,0,1,0,0,2,0,0,0.06,0.06,0,0.06,0,0,1,0,0.06,0.06,0,0.06,48,31,6,0.35,0,0.000,0.118,0.000,,
,,,782,David Luiz,32,33,32,2809,2,1,0,0,5,2,0.06,0.03,0.1,0.06,0.1,1.9,1.9,0.9,0.06,0.03,0.09,0.06,0.09,94,42,8,0.26,0,0.000,0.160,0.064,,
,,,783,Douglas Luiz Soares de Paulo,21,36,28,2612,3,2,0,0,8,0,0.1,0.07,0.17,0.1,0.17,2.3,2.3,1.4,0.08,0.05,0.13,0.08,0.13,90,51,8,0.28,0,0.000,0.276,0.000,,
,,,784,John Lundstram,25,34,26,2458,5,3,0,0,5,0,0.18,0.11,0.29,0.18,0.29,5.2,5.2,2.3,0.19,0.08,0.27,0.19,0.27,144,29,10,0.37,0,0.000,0.183,0.000,,
,,,785,Alexis Mac Allister,20,9,4,352,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.09,0.07,0.16,0.09,0.16,12,6,0,0.00,0,0.000,0.000,0.000,,
,,,786,James Maddison,22,31,29,2624,6,3,0,0,4,0,0.21,0.1,0.31,0.21,0.31,4.9,4.9,7.4,0.17,0.25,0.42,0.17,0.42,125,26,10,0.34,0,0.000,0.137,0.000,,
,,,787,Harry Maguire,26,38,38,3420,1,1,0,0,6,0,0.03,0.03,0.05,0.03,0.05,2,2,0.6,0.05,0.01,0.07,0.05,0.07,123,36,13,0.34,0,0.000,0.158,0.000,,
,,,788,Riyad Mahrez,28,33,21,1944,11,9,1,1,0,0,0.51,0.42,0.93,0.46,0.88,7.2,6.4,8.8,0.33,0.41,0.74,0.3,0.71,175,15,10,0.46,0,0.000,0.000,0.000,,
,,,789,Ainsley Maitland-Niles,21,20,15,1386,0,2,0,0,6,1,0,0.13,0.13,0,0.13,0.3,0.3,1.5,0.02,0.1,0.12,0.02,0.12,41,22,3,0.19,0,0.000,0.390,0.065,,
,,,790,Sadio Mané,27,35,31,2747,18,7,0,0,3,0,0.59,0.23,0.82,0.59,0.82,13.8,13.8,7.3,0.45,0.24,0.69,0.45,0.69,221,28,12,0.39,0,0.000,0.098,0.000,,
,,,791,Javier Manquillo,25,21,18,1599,0,1,0,0,5,0,0,0.06,0.06,0,0.06,0.1,0.1,0.4,0,0.02,0.02,0,0.02,65,21,8,0.45,0,0.000,0.281,0.000,,
,,,792,Solly March,25,19,11,1143,0,1,0,0,2,0,0,0.08,0.08,0,0.08,1.4,1.4,0.8,0.11,0.06,0.17,0.11,0.17,38,15,4,0.31,0,0.000,0.157,0.000,,
,,,793,Pablo Mari,25,2,2,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0.80,0,0.000,0.000,0.000,,
,,,794,Adrian Mariappa,32,20,15,1513,0,0,0,0,6,1,0,0,0,0,0,0.3,0.3,0.4,0.02,0.02,0.04,0.02,0.04,26,33,3,0.18,0,0.000,0.357,0.059,,
,,,795,Anthony Martial,23,32,31,2624,17,6,0,1,1,0,0.58,0.21,0.79,0.58,0.79,10.9,10.1,4.1,0.37,0.14,0.51,0.35,0.49,200,27,14,0.48,1,0.034,0.034,0.000,,
,,,796,David Martin,33,5,4,436,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,2,0.41,0,0.000,0.206,0.000,,
,,,797,Josh Martin,17,5,0,37,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.75,0,0.75,0.75,0.75,5,2,0,0.00,0,0.000,0.000,0.000,,
,,,798,Gabriel Martinelli,18,14,6,663,3,0,0,0,1,0,0.41,0,0.41,0.41,0.41,2.3,2.3,0.3,0.31,0.04,0.34,0.31,0.34,39,9,2,0.27,0,0.000,0.136,0.000,,
,,,799,Emiliano Martínez,26,9,8,771,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,9,3,0.35,0,0.000,0.233,0.000,,
,,,800,Adam Masina,25,26,20,1821,1,0,0,0,3,0,0.05,0,0.05,0.05,0.05,0.7,0.7,0.6,0.04,0.03,0.06,0.04,0.06,66,31,6,0.30,0,0.000,0.148,0.000,,
,,,801,Arthur Masuaku,25,17,10,937,0,1,0,0,6,1,0,0.1,0.1,0,0.1,0.1,0.1,1,0.01,0.1,0.11,0.01,0.11,26,18,2,0.19,0,0.000,0.576,0.096,,
,,,802,Juan Mata,31,19,8,758,0,2,0,0,1,0,0,0.24,0.24,0,0.24,1.1,1.1,2,0.13,0.24,0.37,0.13,0.37,38,8,4,0.47,0,0.000,0.119,0.000,,
,,,803,Nemanja Matic,30,21,18,1581,0,2,0,0,3,0,0,0.11,0.11,0,0.11,0.2,0.2,1.2,0.01,0.07,0.08,0.01,0.08,55,13,10,0.57,0,0.000,0.171,0.000,,
,,,804,Joel Matip,27,9,8,703,1,0,0,0,0,0,0.13,0,0.13,0.13,0.13,0.3,0.3,0,0.04,0,0.04,0.04,0.04,39,5,3,0.38,0,0.000,0.000,0.000,,
,,,805,Neal Maupay,22,37,30,2766,10,3,1,2,3,0,0.33,0.1,0.42,0.29,0.39,11.6,10.1,2.4,0.38,0.08,0.46,0.33,0.41,131,36,8,0.26,1,0.033,0.098,0.000,,
,,,806,James McArthur,31,37,37,3090,0,3,0,0,6,0,0,0.09,0.09,0,0.09,2.5,2.5,2.6,0.07,0.07,0.15,0.07,0.15,92,38,11,0.32,0,0.000,0.175,0.000,,
,,,807,Oliver McBurnie,23,36,24,2113,6,0,0,0,4,0,0.26,0,0.26,0.26,0.26,7.7,7.7,1.5,0.33,0.06,0.39,0.33,0.39,86,25,9,0.38,0,0.000,0.170,0.000,,
,,,808,Alex McCarthy,29,28,28,2520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,35,7,0.25,0,0.000,0.000,0.000,,
,,,809,James McCarthy,28,33,16,1680,0,0,0,0,9,0,0,0,0,0,0,0.4,0.4,0.8,0.02,0.05,0.07,0.02,0.07,41,29,2,0.11,0,0.000,0.482,0.000,,
,,,810,John McGinn,24,28,27,2312,3,3,0,0,3,0,0.12,0.12,0.23,0.12,0.23,3.8,3.8,2.4,0.15,0.1,0.24,0.15,0.24,84,41,6,0.23,0,0.000,0.117,0.000,,
,,,811,David McGoldrick,31,28,22,1815,2,2,0,0,2,0,0.1,0.1,0.2,0.1,0.2,6.8,6.8,2.1,0.34,0.1,0.44,0.34,0.44,65,18,7,0.35,0,0.000,0.099,0.000,,
,,,812,Michael McGovern,35,2,1,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0.00,0,0.000,0.000,0.000,,
,,,813,Kenny McLean,27,37,32,2968,1,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06,1.5,1.5,2.2,0.05,0.07,0.11,0.05,0.11,77,63,5,0.15,0,0.000,0.152,0.000,,
,,,814,Dwight McNeil,19,38,38,3338,2,6,0,0,5,0,0.05,0.16,0.22,0.05,0.22,2.1,2.1,6.6,0.06,0.18,0.23,0.06,0.23,123,48,16,0.43,0,0.000,0.135,0.000,,
,,,815,Scott McTominay,22,27,20,1772,4,1,0,0,2,0,0.2,0.05,0.25,0.2,0.25,1.5,1.5,0.7,0.08,0.03,0.11,0.08,0.11,74,20,3,0.15,0,0.000,0.102,0.000,,
,,,816,Ben Mee,29,32,32,2880,1,1,0,0,7,0,0.03,0.03,0.06,0.03,0.06,1.7,1.7,0.7,0.05,0.02,0.08,0.05,0.08,110,45,13,0.41,0,0.000,0.219,0.000,,
,,,817,Benjamin Mendy,25,19,18,1492,0,2,0,0,3,0,0,0.12,0.12,0,0.12,0.3,0.3,1.3,0.02,0.08,0.1,0.02,0.1,74,13,9,0.54,0,0.000,0.181,0.000,,
,,,818,Nampalys Mendy,27,7,4,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.03,0.04,0,0.04,11,3,1,0.31,0,0.000,0.000,0.000,,
,,,819,Chris Mepham,21,12,10,912,1,0,0,0,1,0,0.1,0,0.1,0.1,0.1,0.7,0.7,0.1,0.07,0.01,0.07,0.07,0.07,27,19,1,0.10,0,0.000,0.099,0.000,,
,,,820,Max Meyer,23,17,6,655,0,0,0,0,1,0,0,0,0,0,0,0.6,0.6,0.7,0.08,0.1,0.18,0.08,0.18,23,11,1,0.14,0,0.000,0.137,0.000,,
,,,821,Luka Milivojevic,28,31,28,2513,3,1,2,2,12,0,0.11,0.04,0.14,0.04,0.07,2.5,1,1.8,0.09,0.06,0.15,0.03,0.1,81,38,7,0.25,0,0.000,0.430,0.000,,
,,,822,James Milner,33,22,9,937,2,2,2,2,4,0,0.19,0.19,0.38,0,0.19,2.1,0.6,0.7,0.2,0.07,0.27,0.06,0.12,49,9,4,0.38,0,0.000,0.384,0.000,,
,,,823,Yerry Mina,24,29,25,2284,2,1,0,0,3,0,0.08,0.04,0.12,0.08,0.12,2.5,2.5,0.2,0.1,0.01,0.11,0.1,0.11,78,37,5,0.20,0,0.000,0.118,0.000,,
,,,824,Takumi Minamino,24,10,2,249,0,0,0,0,0,0,0,0,0,0,0,1.4,1.4,0,0.52,0.01,0.53,0.52,0.53,11,2,0,0.00,0,0.000,0.000,0.000,,
,,,825,Tyrone Mings,26,33,33,2902,2,2,0,0,7,0,0.06,0.06,0.12,0.06,0.12,1.1,1.1,0.7,0.03,0.02,0.05,0.03,0.05,90,53,6,0.19,0,0.000,0.217,0.000,,
,,,826,Tyrick Mitchell,19,4,2,195,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0,0.09,0.09,0,0.09,4,4,0,0.00,0,0.000,0.462,0.000,,
,,,827,Henrikh Mkhitaryan,30,3,1,112,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.2,0.2,0.18,0.38,0.2,0.38,4,0,1,0.80,0,0.000,0.804,0.000,,
,,,828,Nacho Monreal,33,3,3,270,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.03,0.09,0.12,0.03,0.12,10,4,1,0.33,0,0.000,0.000,0.000,,
,,,829,Martín Montoya,28,27,23,1896,0,1,0,0,5,0,0,0.05,0.05,0,0.05,1.3,1.3,1.4,0.06,0.07,0.13,0.06,0.13,62,32,6,0.28,0,0.000,0.237,0.000,,
,,,830,Simon Moore,29,2,2,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0.00,0,0.000,0.000,0.000,,
,,,831,Aaron Mooy,28,31,25,2085,2,2,0,0,3,1,0.09,0.09,0.17,0.09,0.17,2,2,3.4,0.09,0.15,0.23,0.09,0.23,80,33,6,0.26,0,0.000,0.129,0.043,,
,,,832,Wesley Moraes,22,21,21,1782,5,1,0,1,3,0,0.25,0.05,0.3,0.25,0.3,5,4.2,0.8,0.25,0.04,0.29,0.21,0.25,67,31,6,0.30,1,0.051,0.152,0.000,,
,,,833,Wes Morgan,35,11,4,436,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.03,0,0.03,0.03,0.03,19,6,1,0.21,0,0.000,0.000,0.000,,
,,,834,Ravel Morrison,26,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0.15,0.15,0.15,1,0,0,0.00,0,0.000,0.000,0.000,,
,,,835,Mason Mount,20,37,32,2867,7,5,0,0,3,0,0.22,0.16,0.38,0.22,0.38,7.2,7.2,4.6,0.23,0.14,0.37,0.23,0.37,137,44,9,0.28,0,0.000,0.094,0.000,,
,,,836,Lucas Moura,26,35,25,2242,4,4,0,0,3,0,0.16,0.16,0.32,0.16,0.32,5.9,5.9,2.4,0.24,0.1,0.33,0.24,0.33,100,29,6,0.24,0,0.000,0.120,0.000,,
,,,837,Lys Mousset,23,30,11,1240,6,4,0,0,1,0,0.44,0.29,0.73,0.44,0.73,4.9,4.9,2.5,0.36,0.18,0.54,0.36,0.54,84,15,3,0.22,0,0.000,0.073,0.000,,
,,,838,Joao Moutinho,32,38,34,3108,1,6,0,0,7,0,0.03,0.17,0.2,0.03,0.2,0.8,0.8,6.1,0.02,0.18,0.2,0.02,0.2,113,36,11,0.32,0,0.000,0.203,0.000,,
,,,839,Glenn Murray,35,23,7,797,1,1,0,0,0,0,0.11,0.11,0.23,0.11,0.23,2.1,2.1,0.5,0.24,0.05,0.3,0.24,0.3,36,10,2,0.23,0,0.000,0.000,0.000,,
,,,840,Shkodran Mustafi,27,15,13,1207,0,1,0,0,2,0,0,0.07,0.07,0,0.07,0.8,0.8,0,0.06,0,0.06,0.06,0.06,43,17,4,0.30,0,0.000,0.149,0.000,,
,,,841,Yoshinori Muto,27,8,2,212,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.04,0.03,0.06,0.04,0.06,9,7,0,0.00,0,0.000,0.000,0.000,,
,,,842,Georges-Kevin N'Koudou,24,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0.63,0.63,0.63,1,0,0,0.00,0,0.000,0.000,0.000,,
,,,843,Marvelous Nakamba,25,29,19,1836,0,0,0,0,5,0,0,0,0,0,0,0.2,0.2,0.4,0.01,0.02,0.03,0.01,0.03,43,37,1,0.05,0,0.000,0.245,0.000,,
,,,844,Wilfred Ndidi,22,32,29,2674,2,1,0,0,6,0,0.07,0.03,0.1,0.07,0.1,1.9,1.9,0.4,0.06,0.01,0.08,0.06,0.08,85,32,12,0.40,0,0.000,0.202,0.000,,
,,,845,Tanguy Ndombele,22,21,12,1009,2,2,0,0,3,0,0.18,0.18,0.36,0.18,0.36,0.4,0.4,1.2,0.04,0.11,0.15,0.04,0.15,45,17,1,0.09,0,0.000,0.268,0.000,,
,,,846,Reiss Nelson,19,17,7,631,1,0,0,0,1,0,0.14,0,0.14,0.14,0.14,0.9,0.9,0.7,0.13,0.09,0.22,0.13,0.22,30,7,2,0.29,0,0.000,0.143,0.000,,
,,,847,Pedro Neto,19,29,9,939,3,3,0,0,3,0,0.29,0.29,0.58,0.29,0.58,2,2,2.3,0.19,0.22,0.42,0.19,0.42,57,12,1,0.10,0,0.000,0.288,0.000,,
,,,848,Ruben Neves,22,38,35,3056,2,2,0,0,9,0,0.06,0.06,0.12,0.06,0.12,1.6,1.6,2,0.05,0.06,0.11,0.05,0.11,97,35,13,0.38,0,0.000,0.265,0.000,,
,,,849,Jeremy Ngakia,18,5,5,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,8,8,0,0.00,0,0.000,0.000,0.000,,
,,,850,Oumar Niasse,29,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0.00,0,0.000,0.000,0.000,,
,,,851,Eddie Nketiah,20,13,7,633,2,0,0,0,0,1,0.28,0,0.28,0.28,0.28,3.1,3.1,0.6,0.45,0.09,0.54,0.45,0.54,25,9,3,0.43,0,0.000,0.000,0.142,,
,,,852,Mark Noble,32,33,32,2674,4,3,3,3,5,0,0.13,0.1,0.24,0.03,0.13,2.8,0.5,2.9,0.09,0.1,0.19,0.02,0.12,105,44,7,0.24,0,0.000,0.168,0.000,,
,,,853,Oliver Norwood,28,38,37,3090,1,1,1,1,8,0,0.03,0.03,0.06,0,0.03,1.4,0.7,4.2,0.04,0.12,0.16,0.02,0.14,98,36,13,0.38,0,0.000,0.233,0.000,,
,,,854,Ørjan Nyland,28,7,5,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,1,0.17,0,0.000,0.000,0.000,,
,,,855,Jack O'Connell,25,33,32,2916,0,1,0,0,4,0,0,0.03,0.03,0,0.03,1.2,1.2,2.1,0.04,0.06,0.1,0.04,0.1,111,28,12,0.37,0,0.000,0.123,0.000,,
,,,856,Michael Obafemi,19,21,8,665,3,2,0,0,1,0,0.41,0.27,0.68,0.41,0.68,1.9,1.9,1.2,0.26,0.17,0.43,0.26,0.43,45,12,3,0.41,0,0.000,0.135,0.000,,
,,,857,Angelo Ogbonna,31,31,31,2786,2,0,0,0,4,0,0.06,0,0.06,0.06,0.06,1.4,1.4,0.1,0.05,0,0.05,0.05,0.05,81,44,7,0.23,0,0.000,0.129,0.000,,
,,,858,Divock Origi,24,28,7,717,4,1,0,0,1,0,0.5,0.13,0.63,0.5,0.63,2.2,2.2,0.2,0.28,0.03,0.3,0.28,0.3,65,12,2,0.25,0,0.000,0.126,0.000,,
,,,859,Ben Osborn,24,13,6,594,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.8,0.05,0.13,0.18,0.05,0.18,19,4,2,0.30,0,0.000,0.000,0.000,,
,,,860,Nicolás Otamendi,31,24,18,1715,2,0,0,0,3,0,0.1,0,0.1,0.1,0.1,2.4,2.4,0.2,0.12,0.01,0.13,0.12,0.13,82,21,7,0.37,0,0.000,0.157,0.000,,
,,,861,Alex Oxlade-Chamberlain,25,30,17,1485,4,1,0,0,1,0,0.24,0.06,0.3,0.24,0.3,2.9,2.9,1.2,0.17,0.08,0.25,0.17,0.25,76,12,8,0.48,0,0.000,0.061,0.000,,
,,,862,Mesut Özil,30,18,18,1438,1,2,0,0,1,0,0.06,0.13,0.19,0.06,0.19,1.3,1.3,2.2,0.08,0.14,0.22,0.08,0.22,53,20,5,0.31,0,0.000,0.063,0.000,,
,,,863,Emerson Palmieri,24,15,13,1024,0,0,0,0,3,0,0,0,0,0,0,1,1,1.4,0.09,0.13,0.21,0.09,0.21,19,21,1,0.09,0,0.000,0.264,0.000,,
,,,864,Sokratis Papastathopoulos,31,19,19,1696,2,0,0,0,6,0,0.11,0,0.11,0.11,0.11,1,1,0.2,0.05,0.01,0.06,0.05,0.06,57,25,4,0.21,0,0.000,0.318,0.000,,
,,,865,Troy Parrott,17,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.00,0,0.000,0.000,0.000,,
,,,866,Rui Patricio,31,38,38,3420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,40,13,0.34,0,0.000,0.000,0.000,,
,,,867,Pedro Rodriguez Ledesma,32,11,8,661,1,1,0,0,1,0,0.14,0.14,0.27,0.14,0.27,2.8,2.8,0.8,0.38,0.11,0.48,0.38,0.48,32,12,2,0.27,0,0.000,0.136,0.000,,
,,,868,Joao Pedro Junqueira de Jesus,17,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.19,0.6,0.79,0.19,0.79,3,1,0,0.00,0,0.000,0.000,0.000,,
,,,869,Nicolas Pepe,24,31,22,2010,5,6,1,1,4,0,0.22,0.27,0.49,0.18,0.45,4.5,3.8,4.4,0.2,0.2,0.4,0.17,0.37,106,30,5,0.22,0,0.000,0.179,0.000,,
,,,870,Andreas Pereira,23,25,18,1484,1,3,0,0,3,0,0.06,0.18,0.24,0.06,0.24,2.3,2.3,3.8,0.14,0.23,0.37,0.14,0.37,60,16,6,0.36,0,0.000,0.182,0.000,,
,,,871,Ricardo Pereira,25,28,28,2520,3,2,0,0,1,0,0.11,0.07,0.18,0.11,0.18,1.1,1,3.6,0.04,0.13,0.17,0.04,0.16,123,27,10,0.36,0,0.000,0.036,0.000,,
,,,872,Roberto Pereyra,28,28,17,1648,3,0,1,1,4,0,0.16,0,0.16,0.11,0.11,2.5,1.7,1.8,0.13,0.1,0.23,0.09,0.19,60,27,5,0.27,0,0.000,0.218,0.000,,
,,,873,Ayoze Perez,26,33,26,2004,8,4,1,1,0,0,0.36,0.18,0.54,0.31,0.49,5.7,4.9,4,0.26,0.18,0.43,0.22,0.4,129,25,9,0.40,0,0.000,0.000,0.000,,
,,,874,Jordan Pickford,25,38,38,3420,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,117,56,9,0.24,0,0.000,0.053,0.000,,
,,,875,Brandon Pierrick,17,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.5,0.5,0,0.5,2,0,0,0.00,0,0.000,0.000,0.000,,
,,,876,Erik Pieters,30,24,21,1878,0,4,0,0,2,0,0,0.19,0.19,0,0.19,0.6,0.6,2.8,0.03,0.13,0.16,0.03,0.16,77,35,6,0.29,0,0.000,0.096,0.000,,
,,,877,Daniel Podence,23,9,3,289,1,0,0,0,0,0,0.31,0,0.31,0.31,0.31,1.6,1.6,0.4,0.49,0.13,0.62,0.49,0.62,25,0,3,0.93,0,0.000,0.000,0.000,,
,,,878,Paul Pogba,26,16,13,1204,1,3,0,1,1,0,0.07,0.22,0.3,0.07,0.3,2,1.2,2.7,0.15,0.2,0.35,0.09,0.29,51,9,6,0.45,1,0.075,0.075,0.000,,
,,,879,Nick Pope,27,38,38,3420,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6,0,0.02,0.02,0,0.02,170,50,15,0.39,0,0.000,0.026,0.000,,
,,,880,Dennis Praet,25,27,12,1134,1,2,0,0,2,0,0.08,0.16,0.24,0.08,0.24,1.4,1.4,0.8,0.11,0.07,0.17,0.11,0.17,54,17,2,0.16,0,0.000,0.159,0.000,,
,,,881,Sebastian Prödl,32,1,1,56,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.08,0,0.08,0.08,0.08,1,0,0,0.00,0,0.000,0.000,0.000,,
,,,882,Davy Pröpper,27,35,32,2829,1,2,0,0,4,0,0.03,0.06,0.1,0.03,0.1,1.3,1.3,2.1,0.04,0.07,0.11,0.04,0.11,78,46,6,0.19,0,0.000,0.127,0.000,,
,,,883,Teemu Pukki,29,36,33,2886,11,3,2,2,3,0,0.34,0.09,0.44,0.28,0.37,12.1,10.6,3.1,0.38,0.1,0.47,0.33,0.42,139,59,6,0.19,0,0.000,0.094,0.000,,
,,,884,Christian Pulisic,20,25,19,1722,9,4,0,0,0,0,0.47,0.21,0.68,0.47,0.68,8.2,8.2,3.5,0.43,0.18,0.61,0.43,0.61,127,28,6,0.31,0,0.000,0.000,0.000,,
,,,885,Ignacio Pussetto,23,7,0,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0.00,0,0.000,1.216,0.000,,
,,,886,Domingos Quina,19,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.08,0.08,0.08,4,2,0,0.00,0,0.000,0.000,0.000,,
,,,887,Aaron Ramsdale,21,37,37,3330,0,1,0,0,0,0,0,0.03,0.03,0,0.03,0,0,0.1,0,0,0,0,0,126,62,5,0.14,0,0.000,0.000,0.000,,
,,,888,Darren Randolph,32,2,2,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0.00,0,0.000,0.000,0.000,,
,,,889,Marcus Rashford,21,31,31,2643,17,7,6,8,3,0,0.58,0.24,0.82,0.37,0.61,17.3,11.2,4.6,0.59,0.16,0.74,0.38,0.54,177,29,9,0.31,2,0.068,0.102,0.000,,
,,,890,Nathan Redmond,25,32,32,2762,4,4,0,0,2,0,0.13,0.13,0.26,0.13,0.26,5,5,3.2,0.16,0.11,0.27,0.16,0.27,107,51,7,0.23,0,0.000,0.065,0.000,,
,,,891,Pepe Reina,36,12,12,1080,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,20,2,0.17,0,0.000,0.083,0.000,,
,,,892,Declan Rice,20,38,38,3420,1,3,0,0,6,0,0.03,0.08,0.11,0.03,0.11,1.1,1.1,1.5,0.03,0.04,0.07,0.03,0.07,105,62,7,0.18,0,0.000,0.158,0.000,,
,,,893,Richarlison de Andrade,22,36,36,3070,13,3,0,0,8,0,0.38,0.09,0.47,0.38,0.47,9.1,9.1,4.8,0.27,0.14,0.41,0.27,0.41,165,51,9,0.26,0,0.000,0.235,0.000,,
,,,894,Diego Rico,26,27,27,2332,0,4,0,0,6,0,0,0.15,0.15,0,0.15,0.3,0.3,2.9,0.01,0.11,0.12,0.01,0.12,84,38,6,0.23,0,0.000,0.232,0.000,,
,,,895,Jairo Riedewald,22,17,7,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.01,0.05,0.06,0.01,0.06,22,9,0,0.00,0,0.000,0.000,0.000,,
,,,896,Matt Ritchie,29,18,14,1315,2,1,0,1,4,0,0.14,0.07,0.21,0.14,0.21,1.6,0.8,2.3,0.11,0.16,0.26,0.05,0.21,74,19,8,0.55,1,0.068,0.274,0.000,,
,,,897,Roberto Jimenez Gago,33,8,7,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0,0.00,0,0.000,0.000,0.000,,
,,,898,Patrick Roberts,22,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0.00,0,0.000,0.000,0.000,,
,,,899,Andrew Robertson,25,36,34,3111,2,12,0,0,2,0,0.06,0.35,0.41,0.06,0.41,1.6,1.6,7.6,0.05,0.22,0.27,0.05,0.27,181,31,13,0.38,0,0.000,0.058,0.000,,
,,,900,Callum Robinson,24,16,9,676,1,1,0,0,1,0,0.13,0.13,0.27,0.13,0.27,2.1,2.1,0.6,0.28,0.08,0.36,0.28,0.36,33,6,2,0.27,0,0.000,0.133,0.000,,
,,,901,Jack Robinson,25,6,6,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.04,0.04,0,0.04,14,11,1,0.18,0,0.000,0.000,0.000,,
,,,902,Rodrigo Hernandez,23,35,29,2486,3,2,0,0,8,0,0.11,0.07,0.18,0.11,0.18,1,1,1.5,0.04,0.06,0.09,0.04,0.09,92,27,14,0.51,0,0.000,0.290,0.000,,
,,,903,Jay Rodriguez,30,36,20,2016,8,1,1,1,1,0,0.36,0.04,0.4,0.31,0.36,8,7.2,0.9,0.36,0.04,0.4,0.32,0.36,100,34,7,0.31,0,0.000,0.045,0.000,,
,,,904,Jack Rodwell,28,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00,0,0.000,0.000,0.000,,
,,,905,Marcos Rojo,29,3,1,122,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.08,0,0.08,0.08,0.08,3,2,0,0.00,0,0.000,0.738,0.000,,
,,,906,Oriol Romeu,27,30,20,1860,0,0,0,0,5,0,0,0,0,0,0,0.3,0.3,1.3,0.01,0.06,0.07,0.01,0.07,51,38,5,0.24,0,0.000,0.242,0.000,,
,,,907,Danny Rose,29,11,10,863,0,0,0,0,2,0,0,0,0,0,0,0,0,0.2,0,0.02,0.02,0,0.02,47,28,5,0.52,0,0.000,0.209,0.000,,
,,,908,Danny Rose,29,12,10,893,0,0,0,0,5,0,0,0,0,0,0,0.2,0.2,0.7,0.02,0.07,0.09,0.02,0.09,47,28,5,0.50,0,0.000,0.504,0.000,,
,,,909,Antonio Rüdiger,26,20,19,1710,2,0,0,0,3,0,0.11,0,0.11,0.11,0.11,0.6,0.6,0.3,0.03,0.02,0.05,0.03,0.05,63,24,5,0.26,0,0.000,0.158,0.000,,
